"","gene_name","gene_id","connectivity","is_nc","module","kTotal","kWithin","log2FC","pval","is_deg"
"ENSG00000133195","SLC39A11","ENSG00000133195","0.00801922172932711",FALSE,3,0.884042287498679,0.594435969674823,1.52562382709267,7.71853874701249e-36,TRUE
"ENSG00000112242","E2F3","ENSG00000112242","0.00792191867233659",FALSE,3,2.33846167433632,1.56518010662148,0.892635234160529,4.01753955376071e-23,FALSE
"ENSG00000185803","SLC52A2","ENSG00000185803","0.00784693970209564",FALSE,3,3.30254640098054,2.63161635800447,1.48177500560767,1.49645010022491e-31,TRUE
"ENSG00000059573","ALDH18A1","ENSG00000059573","0.00777839338859346",FALSE,3,4.47362591263542,3.30190962139031,1.09338908523917,6.83328726560051e-48,TRUE
"ENSG00000254389","RHPN1-AS1","ENSG00000254389","0.00777622344992727",TRUE,3,1.96853796425552,1.44999490723887,1.65995584532044,1.66665529728254e-29,TRUE
"ENSG00000170965","PLAC1","ENSG00000170965","0.00775857895082977",FALSE,3,0.646241251318167,0.339073228442141,4.28557235448978,1.04538546212782e-40,TRUE
"ENSG00000146731","CCT6A","ENSG00000146731","0.00761771172632779",FALSE,3,5.40413801212172,4.12207361600034,0.714117139109434,3.65932045882937e-26,FALSE
"ENSG00000160877","NACC1","ENSG00000160877","0.0074191750046657",FALSE,3,3.41400782021788,2.83049594134749,1.34699907295065,4.34646824362816e-39,TRUE
"ENSG00000182325","FBXL6","ENSG00000182325","0.00737395305759752",FALSE,3,2.47970341584307,1.96755621755128,1.33451333073412,2.52761978982161e-29,TRUE
"ENSG00000163545","NUAK2","ENSG00000163545","0.00727935317294327",FALSE,3,0.932099996162547,0.691479750507437,2.09455367112032,2.09599972049987e-45,TRUE
"ENSG00000103550","KNOP1","ENSG00000103550","0.00717424461354521",FALSE,3,3.55431800993193,2.33867368895711,1.01344198880463,1.44528658852061e-34,TRUE
"ENSG00000080839","RBL1","ENSG00000080839","0.00716603573924901",FALSE,3,2.69036483934275,1.14982894321696,0.754686879365364,3.0588757299166e-15,FALSE
"ENSG00000246465","RP11-57A19","ENSG00000246465","0.00712675961761303",TRUE,3,0.602149466105502,0.494286762168741,1.99963315059841,3.28307302504698e-18,TRUE
"ENSG00000111331","OAS3","ENSG00000111331","0.00711661690652848",FALSE,3,1.12297289114524,0.698395557459672,1.47977210525623,4.47423874676391e-24,TRUE
"ENSG00000176749","CDK5R1","ENSG00000176749","0.00702841205711611",FALSE,3,0.328085724602998,0.265426467080056,1.32860705243264,2.59462721252201e-21,TRUE
"ENSG00000169813","HNRNPF","ENSG00000169813","0.00695732923268813",FALSE,3,4.56400251889224,3.20344077467965,0.784447254147659,2.63769385837444e-34,FALSE
"ENSG00000203711","C6orf99","ENSG00000203711","0.00684940319937353",TRUE,3,1.4800368045983,0.894052802296541,2.46323485765308,1.55766313076096e-43,TRUE
"ENSG00000116128","BCL9","ENSG00000116128","0.00668314862500813",FALSE,3,2.07059912524841,1.31014661900764,1.27384434222257,4.35140710066295e-46,TRUE
"ENSG00000172172","MRPL13","ENSG00000172172","0.00631599486376273",FALSE,3,3.66652118766882,3.24988839560785,1.17847185822089,8.64133435078887e-31,TRUE
"ENSG00000121594","CD80","ENSG00000121594","0.00626873790750929",FALSE,3,0.961972449782116,0.501844212227996,2.13686883674295,7.70027906140764e-31,TRUE
"ENSG00000163888","CAMK2N2","ENSG00000163888","0.0061746788914106",FALSE,3,0.709697277280197,0.432583239845185,2.62397737517789,9.92864889897462e-30,TRUE
"ENSG00000143315","PIGM","ENSG00000143315","0.00617115380582352",FALSE,3,4.86292340134522,2.68096548609479,0.922667160779674,2.26848055389179e-37,FALSE
"ENSG00000124207","CSE1L","ENSG00000124207","0.00616545319241887",FALSE,3,4.01628878528217,2.56721213913925,0.872963070471418,3.17184620953352e-26,FALSE
"ENSG00000143368","SF3B4","ENSG00000143368","0.00596181680753219",FALSE,3,3.72395186435828,3.43051746072802,0.925768428724203,1.98538372643889e-32,FALSE
"ENSG00000144395","CCDC150","ENSG00000144395","0.00589313015683904",FALSE,3,0.650965329358432,0.522771903380227,0.82109272827135,3.99390196849778e-12,FALSE
"ENSG00000125505","MBOAT7","ENSG00000125505","0.00575843912606936",FALSE,3,3.65119308920979,2.78970892216528,1.37718007771907,1.70305684366783e-40,TRUE
"ENSG00000005156","LIG3","ENSG00000005156","0.00568700674901462",FALSE,3,2.4185870471268,1.12529041079859,0.880301682788651,5.64046564577671e-24,FALSE
"ENSG00000196747","HIST1H2AI","ENSG00000196747","0.00567092693265176",FALSE,3,0.959309647898788,0.262972031214212,4.23530101656644,3.99457972821777e-37,TRUE
"ENSG00000147140","NONO","ENSG00000147140","0.00563270021887359",FALSE,3,5.75754956223707,2.96774464809925,0.504251363498202,2.20293232686598e-23,FALSE
"ENSG00000180921","FAM83H","ENSG00000180921","0.00558396956139247",FALSE,3,5.67290950690785,3.35065669869719,1.87125875493845,8.68897560712538e-26,TRUE
"ENSG00000168275","COA6","ENSG00000168275","0.00555235876564327",FALSE,3,2.78918460954831,2.59402769138658,1.05588180601133,2.44474829242097e-32,TRUE
"ENSG00000154473","BUB3","ENSG00000154473","0.00549983518443031",FALSE,3,2.77375020673878,1.5184450574276,0.967799259809575,2.82668602881973e-33,FALSE
"ENSG00000145979","TBC1D7","ENSG00000145979","0.00547298136298385",FALSE,3,2.11381170545654,1.79959384199199,0.878171725090735,4.10673930301041e-26,FALSE
"ENSG00000203499","FAM83H-AS1","ENSG00000203499","0.00546089280615693",TRUE,3,5.25053223728579,2.88713620851342,2.67068188822042,6.02046986261151e-28,TRUE
"ENSG00000035687","ADSS","ENSG00000035687","0.0054603583820492",FALSE,3,4.04628202666305,2.21718730478657,0.946681833649193,3.61198907103824e-30,FALSE
"ENSG00000184432","COPB2","ENSG00000184432","0.00542811873622838",FALSE,3,4.7857116107679,2.76744997574173,0.931663403186993,6.04806150768777e-46,FALSE
"ENSG00000135074","ADAM19","ENSG00000135074","0.00534088721015958",FALSE,3,0.87625040195152,0.306487625291387,1.82567062412286,3.82337747554174e-34,TRUE
"ENSG00000101935","AMMECR1","ENSG00000101935","0.00533694193724458",FALSE,3,0.913428256803294,0.611622139997534,1.06413655566902,6.17553762479142e-27,TRUE
"ENSG00000186283","TOR3A","ENSG00000186283","0.00533226972123376",FALSE,3,3.06651143439103,2.76544820125447,1.00631202230942,7.07780365497932e-37,TRUE
"ENSG00000099901","RANBP1","ENSG00000099901","0.00530859598951041",FALSE,3,1.76771006599154,1.50161617892597,0.62389121922886,9.61279555055734e-19,FALSE
"ENSG00000105486","LIG1","ENSG00000105486","0.00526107709453385",FALSE,3,3.73505984907962,2.1889386745056,0.990862106125202,2.77032404577307e-19,FALSE
"ENSG00000173894","CBX2","ENSG00000173894","0.00516208265234714",FALSE,3,0.266870183356865,0.250828770826224,1.80738161409601,3.55553417694145e-17,TRUE
"ENSG00000132676","DAP3","ENSG00000132676","0.00512786456881224",FALSE,3,4.90656959174202,4.17208851766734,0.881031109302754,5.90583289873428e-39,FALSE
"ENSG00000071553","ATP6AP1","ENSG00000071553","0.00511999253666707",FALSE,3,3.5800764034403,2.85739331606733,1.16916468039501,2.67279400990456e-45,TRUE
"ENSG00000167461","RAB8A","ENSG00000167461","0.00506716792459321",FALSE,3,3.09536476171521,2.41982804170662,0.856216057493818,8.33508345597625e-42,FALSE
"ENSG00000264425","MIR4653","ENSG00000264425","0.0050287755616166",FALSE,3,0.305041203787496,0.249693199686682,NA,NA,NA
"ENSG00000163840","DTX3L","ENSG00000163840","0.00500690092857517",FALSE,3,1.51829917617597,0.759732643166971,0.965371641156357,1.26219972951108e-31,FALSE
"ENSG00000118705","RPN2","ENSG00000118705","0.00497492012545339",FALSE,3,3.26936891877838,2.72509253138476,0.884574117761578,2.67220291735483e-31,FALSE
"ENSG00000092978","GPATCH2","ENSG00000092978","0.00494176661138679",FALSE,3,3.70178762737819,1.4842480067833,0.980448233915223,1.34156752344997e-26,FALSE
"ENSG00000265241","RBM8A","ENSG00000265241","0.00493128275757673",FALSE,3,5.93670819964486,3.66142773450515,0.589331693673145,1.18360169074499e-27,FALSE
"ENSG00000104312","RIPK2","ENSG00000104312","0.00492792029217219",FALSE,3,1.68734360706303,1.27669057762309,0.85145772842549,1.72141338567468e-21,FALSE
"ENSG00000106367","AP1S1","ENSG00000106367","0.00488999389557142",FALSE,3,3.73949298705809,3.24071873662576,1.14051829342228,7.76177991816268e-34,TRUE
"ENSG00000164305","CASP3","ENSG00000164305","0.00484519039463693",FALSE,3,3.99435859516776,1.94962477222065,0.801143722229485,5.16580334216574e-31,FALSE
"ENSG00000115541","HSPE1","ENSG00000115541","0.00475304241432399",FALSE,3,2.98375505927874,2.65868246487405,1.0021436970748,1.56600358473166e-29,TRUE
"ENSG00000185420","SMYD3","ENSG00000185420","0.00473531683137698",FALSE,3,0.598358854526292,0.446097329281028,1.40382168933672,8.25294335298608e-33,TRUE
"ENSG00000147676","MAL2","ENSG00000147676","0.0046744202248863",FALSE,3,0.735311702275595,0.536017230401084,1.72500263420591,5.12362808852464e-26,TRUE
"ENSG00000149923","PPP4C","ENSG00000149923","0.0046376821460481",FALSE,3,5.05433689657722,4.35895404722074,1.1736238735285,7.56473083632985e-44,TRUE
"ENSG00000134684","YARS","ENSG00000134684","0.00463028948030857",FALSE,3,2.14137019965426,1.80407549110199,0.690812290853892,1.82978364195974e-26,FALSE
"ENSG00000187605","TET3","ENSG00000187605","0.00459291805294369",FALSE,3,2.62364694567593,1.12125913989313,0.859433389561929,8.38679008831971e-19,FALSE
"ENSG00000232677","LINC00665","ENSG00000232677","0.00454084001134188",TRUE,3,1.69503308736445,1.21094045722762,1.08882068267687,2.64408959557199e-27,TRUE
"ENSG00000171302","CANT1","ENSG00000171302","0.00441911181299588",FALSE,3,2.82346158693149,1.76263214710831,1.15247586740635,3.09738984428718e-32,TRUE
"ENSG00000073350","LLGL2","ENSG00000073350","0.00438857304424222",FALSE,3,4.79653559844332,3.0930581579848,1.65133701256313,3.35047900405663e-28,TRUE
"ENSG00000173391","OLR1","ENSG00000173391","0.00437043181898851",FALSE,3,1.06357298748043,0.448897826797419,2.73025872493887,3.95135598243802e-33,TRUE
"ENSG00000176393","RNPEP","ENSG00000176393","0.004363378918128",FALSE,3,1.91721425675459,1.58305327303018,1.00042502085826,1.29183257278661e-33,TRUE
"ENSG00000097021","ACOT7","ENSG00000097021","0.00434473161426511",FALSE,3,1.04826651120382,0.915288040972926,1.14361456979507,2.93038461673333e-21,TRUE
"ENSG00000198331","HYLS1","ENSG00000198331","0.0043405286207074",FALSE,3,0.94552777859939,0.762926309536895,0.980540072640187,1.22178960619936e-26,FALSE
"ENSG00000184117","NIPSNAP1","ENSG00000184117","0.00432292155102851",FALSE,3,3.13951463125668,2.02529218736032,1.01976147725823,2.92130379407276e-25,TRUE
"ENSG00000184831","APOO","ENSG00000184831","0.00427484573289427",FALSE,3,3.56303230071803,3.00036075357645,1.00232918298674,1.49527074371229e-36,TRUE
"ENSG00000136295","TTYH3","ENSG00000136295","0.00420521443620489",FALSE,3,0.45773429532304,0.324578723564023,1.23600889726247,6.67993210225025e-26,TRUE
"ENSG00000188322","SBK1","ENSG00000188322","0.00417860514713164",FALSE,3,3.54198638663813,1.99363818420798,2.36084713103603,1.36863842043853e-29,TRUE
"ENSG00000117262","GPR89A","ENSG00000117262","0.00415163455231712",FALSE,3,2.0637102123798,1.66652948283328,0.967820575839202,9.55037537131489e-35,FALSE
"ENSG00000267500","CTD-2006C1","ENSG00000267500","0.00410840381401578",FALSE,3,0.506857668863667,0.308494046635829,1.21000587871379,2.02294819385699e-13,TRUE
"ENSG00000147155","EBP","ENSG00000147155","0.00407391310113289",FALSE,3,1.69284741159596,1.53462824929371,0.9419830917999,3.04480206661066e-21,FALSE
"ENSG00000148459","PDSS1","ENSG00000148459","0.00404726829536103",FALSE,3,2.70421308797861,1.6881379789733,0.687486109828768,1.71891026881751e-15,FALSE
"ENSG00000082458","DLG3","ENSG00000082458","0.00404292891753614",FALSE,3,7.23022198432122,3.06885246369424,1.19413790597399,6.85773306547858e-25,TRUE
"ENSG00000136522","MRPL47","ENSG00000136522","0.00404199895342652",FALSE,3,4.48190318767151,3.55569575609245,0.869185857160127,9.65736709995651e-33,FALSE
"ENSG00000182628","SKA2","ENSG00000182628","0.00399726742622678",FALSE,3,0.684100231164072,0.491354199278035,0.979429974664865,1.533848351797e-21,FALSE
"ENSG00000030110","BAK1","ENSG00000030110","0.0039583250626601",FALSE,3,1.17966633857451,0.967154110709052,0.966311830214023,4.5004057957306e-24,FALSE
"ENSG00000073969","NSF","ENSG00000073969","0.00395746985235059",FALSE,3,3.0724167628874,1.49227339368684,1.01086169349875,1.98700529013277e-32,TRUE
"ENSG00000115539","PDCL3","ENSG00000115539","0.00389458986254344",FALSE,3,2.73416351369317,2.20279145638889,0.811891313544951,1.48328622789079e-26,FALSE
"ENSG00000103253","HAGHL","ENSG00000103253","0.00389127624152658",FALSE,3,2.00945100672865,1.33805381304341,2.76150840903927,1.29853182641679e-36,TRUE
"ENSG00000037241","RPL26L1","ENSG00000037241","0.00386964187367507",FALSE,3,3.51080198083694,2.96438868527311,0.947197704575152,1.13652096691971e-32,FALSE
"ENSG00000108468","CBX1","ENSG00000108468","0.00384521948763675",FALSE,3,1.78489474104069,0.926360760263817,0.691199366223725,1.12208784638358e-19,FALSE
"ENSG00000134291","TMEM106C","ENSG00000134291","0.00378537481577979",FALSE,3,1.28240944263919,0.810452077234065,0.71591672048369,6.60638434166601e-17,FALSE
"ENSG00000117410","ATP6V0B","ENSG00000117410","0.00377715006652384",FALSE,3,3.34027054431586,2.94343843885539,1.20542034189336,8.41921967931398e-38,TRUE
"ENSG00000013306","SLC25A39","ENSG00000013306","0.00372968271544245",FALSE,3,2.80258916655522,2.45523168555232,0.983283125172219,9.0084645919116e-30,FALSE
"ENSG00000141543","EIF4A3","ENSG00000141543","0.00372899573277881",FALSE,3,2.49358290959033,1.9352131985294,0.802436164300583,2.08140093573113e-24,FALSE
"ENSG00000137168","PPIL1","ENSG00000137168","0.00367490155493089",FALSE,3,3.41576933936044,2.4267250570861,0.779696509596174,7.58406435772454e-24,FALSE
"ENSG00000143363","PRUNE","ENSG00000143363","0.00367470868308776",FALSE,3,3.10454851259842,2.09695044977651,0.767833326825327,3.30193416562349e-29,FALSE
"ENSG00000161980","POLR3K","ENSG00000161980","0.00362508779760464",FALSE,3,3.26444419162543,2.72308804799554,1.41338836850402,5.97017453552802e-44,TRUE
"ENSG00000172531","PPP1CA","ENSG00000172531","0.00362105576551453",FALSE,3,3.11438628036265,2.67554415501104,1.02441266051707,5.97053174453757e-30,TRUE
"ENSG00000263513","FAM72C","ENSG00000263513","0.00353905700010415",FALSE,3,0.0939382887646985,0.0901148480213192,NA,NA,NA
"ENSG00000154370","TRIM11","ENSG00000154370","0.0034925899914579",FALSE,3,3.40649516569469,2.72450666702847,1.13887014315306,1.17948757055675e-31,TRUE
"ENSG00000117394","SLC2A1","ENSG00000117394","0.00348976812772619",FALSE,3,0.941112489574679,0.666941377564961,1.38605652363576,2.41329451429339e-24,TRUE
"ENSG00000130204","TOMM40","ENSG00000130204","0.00347118509776586",FALSE,3,3.25670754537001,2.58508510885012,1.00740219783103,5.15979908110665e-26,TRUE
"ENSG00000147799","ARHGAP39","ENSG00000147799","0.00342496232099989",FALSE,3,3.49817794799436,2.15809416543741,1.45890523241792,7.12763442097183e-26,TRUE
"ENSG00000102144","PGK1","ENSG00000102144","0.00342466485922752",FALSE,3,1.06224905413493,0.850270053814079,0.901160337082595,1.99517421995387e-21,FALSE
"ENSG00000178531","CTXN1","ENSG00000178531","0.00339050780799733",FALSE,3,1.2893440820603,0.807549790402238,2.39844467246509,9.70173194041205e-29,TRUE
"ENSG00000164818","DNAAF5","ENSG00000164818","0.00335408309457432",FALSE,3,1.90323460883939,1.53965406841032,0.701350541698464,1.85154624844076e-23,FALSE
"ENSG00000121073","SLC35B1","ENSG00000121073","0.00332811286949407",FALSE,3,1.05483340308806,0.864481708338758,0.841981483839497,2.31932007874287e-21,FALSE
"ENSG00000189376","C8orf76","ENSG00000189376","0.00327852002497727",FALSE,3,2.16764244628026,1.88162575742306,0.849749551285849,7.45410149015864e-24,FALSE
"ENSG00000135775","COG2","ENSG00000135775","0.00325041717410956",FALSE,3,3.32934712088311,1.60844909072082,0.833381017101124,1.78207365793242e-31,FALSE
"ENSG00000238045","AC009133","ENSG00000238045","0.00321467946575602",TRUE,3,1.97251407035849,1.15209670317696,1.00418156579804,1.21197573268158e-30,TRUE
"ENSG00000162757","C1orf74","ENSG00000162757","0.00319541675411088",FALSE,3,0.975457190235418,0.511829612412153,0.773918378010597,1.03553196716079e-17,FALSE
"ENSG00000142197","DOPEY2","ENSG00000142197","0.00318649811541308",FALSE,3,1.41118619016319,0.727264021735461,1.37492170662095,7.14625153080292e-36,TRUE
"ENSG00000167325","RRM1","ENSG00000167325","0.00316071676573819",FALSE,3,3.13960114275855,1.33593627741393,0.659063830040516,1.33360298460675e-19,FALSE
"ENSG00000067225","PKM","ENSG00000067225","0.00311704289924298",FALSE,3,2.06112388876717,1.60887261841113,1.04515552788162,1.89886415209107e-27,TRUE
"ENSG00000179967","PPP1R14BP3","ENSG00000179967","0.00310533807024971",FALSE,3,1.13129892545219,0.967217694854257,1.22693718303878,4.58236614635234e-24,TRUE
"ENSG00000160404","TOR2A","ENSG00000160404","0.00305802744657162",FALSE,3,1.71000738344159,1.35885274998313,1.0044975321893,9.83625070944834e-32,TRUE
"ENSG00000049249","TNFRSF9","ENSG00000049249","0.00304981131063064",FALSE,3,0.503907391209611,0.202560102540012,2.70161677712715,6.51826023096998e-30,TRUE
"ENSG00000143742","SRP9","ENSG00000143742","0.00302665637233979",FALSE,3,3.14182047796533,1.89396372817517,1.05022766077609,1.99526846091388e-37,TRUE
"ENSG00000101084","C20orf24","ENSG00000101084","0.00300256012733475",FALSE,3,2.09087720451297,1.78054263055096,0.930199212782561,6.80528682081983e-23,FALSE
"ENSG00000144597","EAF1","ENSG00000144597","0.0029957017863205",FALSE,3,3.68082860103054,1.2378109341964,0.79565975867315,2.33808355538876e-27,FALSE
"ENSG00000173085","COQ2","ENSG00000173085","0.00297255998590036",FALSE,3,0.772873066962708,0.624166575137535,0.636385711423582,2.84788623512838e-14,FALSE
"ENSG00000156261","CCT8","ENSG00000156261","0.00297059529520838",FALSE,3,4.89457161283213,2.89449948364551,0.625563788801666,4.47250182357802e-22,FALSE
"ENSG00000104450","SPAG1","ENSG00000104450","0.00294923325824783",FALSE,3,1.35853616079742,0.691525492430737,1.27698921871252,1.89703978528718e-24,TRUE
"ENSG00000141696","P3H4","ENSG00000141696","0.00291689346574968",FALSE,3,1.74497670892023,1.17968419402352,1.44036648305613,1.42441646699929e-31,TRUE
"ENSG00000256968","SNRPEP2","ENSG00000256968","0.00290663243291396",FALSE,3,0.741624964054814,0.59436275037304,1.0340393509477,2.91899269932593e-21,TRUE
"ENSG00000168159","RNF187","ENSG00000168159","0.00286752486211484",FALSE,3,3.61709403332678,3.15966155962764,0.905945871964833,1.05104238540672e-32,FALSE
"ENSG00000109062","SLC9A3R1","ENSG00000109062","0.00286624353275604",FALSE,3,1.4934797776579,0.928276754329275,1.74849879894743,2.76952843214251e-23,TRUE
"ENSG00000136699","SMPD4","ENSG00000136699","0.00281963972131134",FALSE,3,2.50457007563317,1.48858288194587,0.575287139644656,1.31744046404112e-25,FALSE
"ENSG00000143740","SNAP47","ENSG00000143740","0.00281929782280039",FALSE,3,2.34617534294746,1.53850474816447,0.654682098932008,2.83005882556088e-23,FALSE
"ENSG00000173207","CKS1B","ENSG00000173207","0.00281821087353886",FALSE,3,0.713013454696511,0.616963216196642,0.776022889916468,1.42592069158731e-13,FALSE
"ENSG00000136950","ARPC5L","ENSG00000136950","0.0028106268967164",FALSE,3,2.01931840483609,1.72043973347968,0.782378114612675,7.65855798996922e-26,FALSE
"ENSG00000233966","UBE2SP1","ENSG00000233966","0.00275546304529993",FALSE,3,0.297507278029145,0.214602370585887,1.88598979197862,1.47899768023281e-20,TRUE
"ENSG00000143643","TTC13","ENSG00000143643","0.00273295392973128",FALSE,3,1.7717338287146,0.956490502478927,0.701493661793314,1.46525494726935e-21,FALSE
"ENSG00000162702","ZNF281","ENSG00000162702","0.00269000748575139",FALSE,3,2.45658035145576,0.80985875912428,0.964348313650481,7.92885186095551e-27,FALSE
"ENSG00000160446","ZDHHC12","ENSG00000160446","0.00266246041360596",FALSE,3,1.81640496915161,1.51883523422377,1.01266487475191,4.45477387540478e-25,TRUE
"ENSG00000244649","CTD-2377D24","ENSG00000244649","0.00266125446312479",TRUE,3,0.140367345015347,0.0951443319977845,NA,NA,NA
"ENSG00000265688","MAFG-AS1","ENSG00000265688","0.00264045447767959",TRUE,3,2.93459203245397,1.8084726219435,1.488306863795,2.13860099270505e-24,TRUE
"ENSG00000106305","AIMP2","ENSG00000106305","0.00262404895446648",FALSE,3,2.50788052665142,2.17661181806822,0.78594989608972,4.67446956982986e-23,FALSE
"ENSG00000144381","HSPD1","ENSG00000144381","0.00259636857250509",FALSE,3,1.7525928727071,1.28308985527183,0.630306523599831,8.33400615772689e-15,FALSE
"ENSG00000132768","DPH2","ENSG00000132768","0.00258742300001714",FALSE,3,1.89720897734433,1.16572619046026,0.487119788552215,5.88433704810394e-13,FALSE
"ENSG00000197587","DMBX1","ENSG00000197587","0.00254615363538054",FALSE,3,0.074882723194452,0.0713176163917388,NA,NA,NA
